id,description,family,length,file
PX931109.1,"PX931109.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114845570/2025, complete genome",Coronaviridae,29764,data/raw/coronaviridae.fasta
PX931108.1,"PX931108.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114786010/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931106.1,"PX931106.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114653321/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931105.1,"PX931105.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114579239/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931096.1,"PX931096.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114308761/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931093.1,"PX931093.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114243588/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931092.1,"PX931092.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114211424/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931090.1,"PX931090.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114196063/2025, complete genome",Coronaviridae,29728,data/raw/coronaviridae.fasta
PX931089.1,"PX931089.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114167827/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931085.1,"PX931085.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251114014023/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931075.1,"PX931075.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205993534/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931068.1,"PX931068.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205697884/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931065.1,"PX931065.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205667026/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931063.1,"PX931063.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205639958/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931061.1,"PX931061.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205573602/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931057.1,"PX931057.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205381002/2025, complete genome",Coronaviridae,29703,data/raw/coronaviridae.fasta
PX931055.1,"PX931055.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205327563/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931048.1,"PX931048.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205213907/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931046.1,"PX931046.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205155870/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931042.1,"PX931042.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251205060614/2025, complete genome",Coronaviridae,29700,data/raw/coronaviridae.fasta
PX931031.1,"PX931031.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251121942051/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931030.1,"PX931030.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251121938503/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931027.1,"PX931027.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251121771988/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
PX931024.1,"PX931024.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251121440557/2025, complete genome",Coronaviridae,29757,data/raw/coronaviridae.fasta
PX931021.1,"PX931021.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-251121152753/2025, complete genome",Coronaviridae,29694,data/raw/coronaviridae.fasta
OZ405696.1,"OZ405696.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29861,data/raw/coronaviridae.fasta
OZ405695.1,"OZ405695.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405691.1,"OZ405691.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405690.1,"OZ405690.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405689.1,"OZ405689.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405688.1,"OZ405688.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29848,data/raw/coronaviridae.fasta
OZ405687.1,"OZ405687.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29844,data/raw/coronaviridae.fasta
OZ405686.1,"OZ405686.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29882,data/raw/coronaviridae.fasta
OZ405685.1,"OZ405685.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29871,data/raw/coronaviridae.fasta
OZ405684.1,"OZ405684.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29873,data/raw/coronaviridae.fasta
OZ405683.1,"OZ405683.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405682.1,"OZ405682.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29854,data/raw/coronaviridae.fasta
OZ405681.1,"OZ405681.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405680.1,"OZ405680.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29851,data/raw/coronaviridae.fasta
OZ405679.1,"OZ405679.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405678.1,"OZ405678.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29846,data/raw/coronaviridae.fasta
OZ405677.1,"OZ405677.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405676.1,"OZ405676.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29873,data/raw/coronaviridae.fasta
OZ405675.1,"OZ405675.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29826,data/raw/coronaviridae.fasta
OZ405674.1,"OZ405674.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29802,data/raw/coronaviridae.fasta
OZ405673.1,"OZ405673.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29835,data/raw/coronaviridae.fasta
OZ405672.1,"OZ405672.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29846,data/raw/coronaviridae.fasta
OZ405671.1,"OZ405671.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29811,data/raw/coronaviridae.fasta
OZ405670.1,"OZ405670.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405669.1,"OZ405669.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29812,data/raw/coronaviridae.fasta
OZ405668.1,"OZ405668.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405667.1,"OZ405667.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405666.1,"OZ405666.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405665.1,"OZ405665.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405664.1,"OZ405664.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29846,data/raw/coronaviridae.fasta
OZ405663.1,"OZ405663.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405662.1,"OZ405662.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29846,data/raw/coronaviridae.fasta
OZ405661.1,"OZ405661.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29846,data/raw/coronaviridae.fasta
OZ405660.1,"OZ405660.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405659.1,"OZ405659.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29861,data/raw/coronaviridae.fasta
OZ405658.1,"OZ405658.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405657.1,"OZ405657.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29848,data/raw/coronaviridae.fasta
OZ405656.1,"OZ405656.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29812,data/raw/coronaviridae.fasta
OZ405655.1,"OZ405655.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29810,data/raw/coronaviridae.fasta
OZ405654.1,"OZ405654.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405653.1,"OZ405653.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29811,data/raw/coronaviridae.fasta
OZ405652.1,"OZ405652.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405651.1,"OZ405651.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405650.1,"OZ405650.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29812,data/raw/coronaviridae.fasta
OZ405649.1,"OZ405649.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29844,data/raw/coronaviridae.fasta
OZ405648.1,"OZ405648.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405647.1,"OZ405647.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29848,data/raw/coronaviridae.fasta
OZ405646.1,"OZ405646.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29888,data/raw/coronaviridae.fasta
OZ405645.1,"OZ405645.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405644.1,"OZ405644.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29873,data/raw/coronaviridae.fasta
OZ405643.1,"OZ405643.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29857,data/raw/coronaviridae.fasta
OZ405642.1,"OZ405642.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29848,data/raw/coronaviridae.fasta
OZ405641.1,"OZ405641.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29815,data/raw/coronaviridae.fasta
OZ405640.1,"OZ405640.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29844,data/raw/coronaviridae.fasta
OZ405639.1,"OZ405639.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29802,data/raw/coronaviridae.fasta
OZ405638.1,"OZ405638.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
OZ405637.1,"OZ405637.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29850,data/raw/coronaviridae.fasta
OZ405636.1,"OZ405636.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite",Coronaviridae,29847,data/raw/coronaviridae.fasta
